time,FailOnTouchObstacleShort_pos_x,FailOnTouchObstacleShort_pos_y,FailOnTouchObstacleShort_pos_z,FailOnTouchObstacleShort_rot_x,FailOnTouchObstacleShort_rot_y,FailOnTouchObstacleShort_rot_z
343.9333,0.2425,0.79,-0.105,0.0,0.0,0.0
343.9445,0.2425,0.79,-0.105,-0.001,-0.001,-0.001
343.9556,0.2425,0.79,-0.105,-0.002,-0.002,-0.002
343.9667,0.2425,0.79,-0.105,-0.0024,-0.0024,-0.0024
343.9778,0.2425,0.79,-0.105,-0.0025,-0.0025,-0.0025
343.9889,0.2425,0.79,-0.105,-0.0024,-0.0024,-0.0024
344.0,0.2425,0.79,-0.105,-0.0022,-0.0022,-0.0022
344.0111,0.2425,0.79,-0.105,-0.0022,-0.0022,-0.0022
344.0222,0.2425,0.79,-0.105,-0.0021,-0.0021,-0.0021
344.0334,0.2425,0.79,-0.105,-0.0022,-0.0022,-0.0022
344.0445,0.2425,0.79,-0.105,-0.0022,-0.0022,-0.0022
344.0556,0.2425,0.79,-0.105,-0.0022,-0.0022,-0.0022
344.0667,0.2425,0.79,-0.105,-0.0022,-0.0022,-0.0022
344.0778,0.2425,0.79,-0.105,-0.0022,-0.0022,-0.0022
344.0889,0.2425,0.79,-0.105,-0.0022,-0.0022,-0.0022
344.1,0.2425,0.79,-0.105,-0.0022,-0.0022,-0.0022
344.1111,0.2425,0.79,-0.105,-0.0022,-0.0022,-0.0022
344.1222,0.2425,0.79,-0.105,-0.0022,-0.0022,-0.0022
344.1333,0.2425,0.79,-0.105,-0.0022,-0.0022,-0.0022
344.1444,0.2425,0.79,-0.105,-0.0022,-0.0022,-0.0022
344.1556,0.2425,0.79,-0.105,-0.0022,-0.0022,-0.0022
344.1667,0.2425,0.79,-0.105,-0.0022,-0.0022,-0.0022
344.1778,0.2425,0.79,-0.105,-0.0022,-0.0022,-0.0022
344.1889,0.2425,0.79,-0.105,-0.0022,-0.0022,-0.0022
344.2,0.2425,0.79,-0.105,-0.0022,-0.0022,-0.0022
344.2111,0.2425,0.79,-0.105,-0.0022,-0.0022,-0.0022
344.2222,0.2425,0.79,-0.105,-0.0022,-0.0022,-0.0022
344.2333,0.2425,0.79,-0.105,-0.0022,-0.0022,-0.0022
344.2444,0.2425,0.79,-0.105,-0.0022,-0.0022,-0.0022
344.2556,0.2425,0.79,-0.105,-0.0022,-0.0022,-0.0022
344.2667,0.2425,0.79,-0.105,-0.0022,-0.0022,-0.0022
344.2778,0.2425,0.79,-0.105,-0.0022,-0.0022,-0.0022
344.2889,0.2425,0.79,-0.105,-0.0022,-0.0022,-0.0022
344.3,0.2425,0.79,-0.105,-0.0022,-0.0022,-0.0022
344.3111,0.2425,0.79,-0.105,-0.0022,-0.0022,-0.0022
344.3222,0.2425,0.79,-0.105,-0.0022,-0.0022,-0.0022
