object,x,y,z,width,height,depth
Target,-0.1175,0.7727079,0.175,0.04999959,0.08541586,0.04999948
FailOnTouchObstacleLong,0.0525,0.79,0.165,0.15,0.12,0.05000001
FailOnTouchObstacleMed,-0.1475,0.79,-0.135,0.1,0.12,0.04999995
FailOnTouchObstacleShort,0.2825,0.79,-0.125,0.04999995,0.12,0.04999995
FailOnTouchObstacleMed-1,0.0225,0.79,-0.165,0.1,0.12,0.04999995
FailOnTouchObstacleShort-1,0.0025,0.79,0.045,0.04999995,0.12,0.04999995
FailOnTouchObstacleLong-1,-0.2075,0.79,0.035,0.15,0.12,0.05000001
