directory,experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,type,hand_only,start_timeout,each_half_timeout,shared_trial,trial_name,start_pos_x,start_moved_time,target_reached_time,outcome,interaction_log,HandTracker_movement_filename,WristTracker_movement_filename,ElbowTracker_movement_filename,ShoulderTracker_movement_filename,grid_objects_movement_filename
basic/ICRA04/S001,basic,ICRA04,1,1,1,1,58.268480000000004,66.34444,practice,False,5,System.Single[],,,0.0,58.52222,63.433330000000005,Success,interaction_log_T001.csv,HandTracker_movement_T001.csv,WristTracker_movement_T001.csv,ElbowTracker_movement_T001.csv,ShoulderTracker_movement_T001.csv,grid_objects_movement_T001.csv
basic/ICRA04/S001,basic,ICRA04,1,2,1,2,70.79028000000001,75.15556,practice,False,5,System.Single[],,,0.0,71.64445,74.15556,Success,interaction_log_T002.csv,HandTracker_movement_T002.csv,WristTracker_movement_T002.csv,ElbowTracker_movement_T002.csv,ShoulderTracker_movement_T002.csv,grid_objects_movement_T002.csv
basic/ICRA04/S001,basic,ICRA04,1,3,1,3,78.25301999999999,80.25555,practice,False,5,System.Single[],,,0.0,78.83334,80.1,HitBoundary,interaction_log_T003.csv,HandTracker_movement_T003.csv,WristTracker_movement_T003.csv,ElbowTracker_movement_T003.csv,ShoulderTracker_movement_T003.csv,grid_objects_movement_T003.csv
basic/ICRA04/S001,basic,ICRA04,1,4,1,4,84.15014000000001,90.67778,practice,False,5,System.Single[],,,0.0,85.02221999999999,89.3,Success,interaction_log_T004.csv,HandTracker_movement_T004.csv,WristTracker_movement_T004.csv,ElbowTracker_movement_T004.csv,ShoulderTracker_movement_T004.csv,grid_objects_movement_T004.csv
basic/ICRA04/S001,basic,ICRA04,1,5,1,5,93.11997,98.92223,practice,False,5,System.Single[],,,0.0,94.22222,98.02221999999999,Success,interaction_log_T005.csv,HandTracker_movement_T005.csv,WristTracker_movement_T005.csv,ElbowTracker_movement_T005.csv,ShoulderTracker_movement_T005.csv,grid_objects_movement_T005.csv
basic/ICRA04/S001,basic,ICRA04,1,6,1,6,102.1347,106.8778,practice,False,5,System.Single[],,,0.0,102.9111,105.8111,Success,interaction_log_T006.csv,HandTracker_movement_T006.csv,WristTracker_movement_T006.csv,ElbowTracker_movement_T006.csv,ShoulderTracker_movement_T006.csv,grid_objects_movement_T006.csv
basic/ICRA04/S001,basic,ICRA04,1,7,1,7,109.4514,111.3889,practice,False,5,System.Single[],,,0.0,109.5,,KnockedOverObstacle,interaction_log_T007.csv,HandTracker_movement_T007.csv,WristTracker_movement_T007.csv,ElbowTracker_movement_T007.csv,ShoulderTracker_movement_T007.csv,grid_objects_movement_T007.csv
basic/ICRA04/S001,basic,ICRA04,1,8,1,8,114.4111,118.9445,practice,False,5,System.Single[],,,0.0,114.8333,,KnockedOverObstacle,interaction_log_T008.csv,HandTracker_movement_T008.csv,WristTracker_movement_T008.csv,ElbowTracker_movement_T008.csv,ShoulderTracker_movement_T008.csv,grid_objects_movement_T008.csv
basic/ICRA04/S001,basic,ICRA04,1,9,1,9,121.9177,126.6889,practice,False,5,System.Single[],,,0.0,122.4778,125.7,Success,interaction_log_T009.csv,HandTracker_movement_T009.csv,WristTracker_movement_T009.csv,ElbowTracker_movement_T009.csv,ShoulderTracker_movement_T009.csv,grid_objects_movement_T009.csv
basic/ICRA04/S001,basic,ICRA04,1,10,2,1,139.6232,148.8667,main,False,5,System.Single[],False,,0.0,140.3111,147.3889,Success,interaction_log_T010.csv,HandTracker_movement_T010.csv,WristTracker_movement_T010.csv,ElbowTracker_movement_T010.csv,ShoulderTracker_movement_T010.csv,grid_objects_movement_T010.csv
basic/ICRA04/S001,basic,ICRA04,1,11,2,2,151.0504,155.4667,main,False,5,System.Single[],True,centre_free_4,0.0,151.6333,153.7222,Success,interaction_log_T011.csv,HandTracker_movement_T011.csv,WristTracker_movement_T011.csv,ElbowTracker_movement_T011.csv,ShoulderTracker_movement_T011.csv,grid_objects_movement_T011.csv
basic/ICRA04/S001,basic,ICRA04,1,12,2,3,157.3279,163.0222,main,False,5,System.Single[],False,,0.0,158.0333,161.5444,Success,interaction_log_T012.csv,HandTracker_movement_T012.csv,WristTracker_movement_T012.csv,ElbowTracker_movement_T012.csv,ShoulderTracker_movement_T012.csv,grid_objects_movement_T012.csv
basic/ICRA04/S001,basic,ICRA04,1,13,2,4,164.9247,171.2889,main,False,5,System.Single[],False,,0.0,165.6778,169.8445,Success,interaction_log_T013.csv,HandTracker_movement_T013.csv,WristTracker_movement_T013.csv,ElbowTracker_movement_T013.csv,ShoulderTracker_movement_T013.csv,grid_objects_movement_T013.csv
basic/ICRA04/S001,basic,ICRA04,1,14,2,5,173.2237,179.8556,main,False,5,System.Single[],False,,0.0,173.8333,178.0333,Success,interaction_log_T014.csv,HandTracker_movement_T014.csv,WristTracker_movement_T014.csv,ElbowTracker_movement_T014.csv,ShoulderTracker_movement_T014.csv,grid_objects_movement_T014.csv
basic/ICRA04/S001,basic,ICRA04,1,15,2,6,181.6918,188.7444,main,False,5,System.Single[],False,,0.0,182.6111,187.6,Success,interaction_log_T015.csv,HandTracker_movement_T015.csv,WristTracker_movement_T015.csv,ElbowTracker_movement_T015.csv,ShoulderTracker_movement_T015.csv,grid_objects_movement_T015.csv
basic/ICRA04/S001,basic,ICRA04,1,16,2,7,190.6943,198.7556,main,False,5,System.Single[],True,right_free_first_row_2,0.0,191.1778,197.3556,Success,interaction_log_T016.csv,HandTracker_movement_T016.csv,WristTracker_movement_T016.csv,ElbowTracker_movement_T016.csv,ShoulderTracker_movement_T016.csv,grid_objects_movement_T016.csv
basic/ICRA04/S001,basic,ICRA04,1,17,2,8,200.8596,206.1778,main,False,5,System.Single[],True,left_free_3,0.0,202.1778,,KnockedOverObstacle,interaction_log_T017.csv,HandTracker_movement_T017.csv,WristTracker_movement_T017.csv,ElbowTracker_movement_T017.csv,ShoulderTracker_movement_T017.csv,grid_objects_movement_T017.csv
basic/ICRA04/S001,basic,ICRA04,1,18,2,9,207.7851,212.4,main,False,5,System.Single[],False,,0.0,208.3333,211.2144,Success,interaction_log_T018.csv,HandTracker_movement_T018.csv,WristTracker_movement_T018.csv,ElbowTracker_movement_T018.csv,ShoulderTracker_movement_T018.csv,grid_objects_movement_T018.csv
basic/ICRA04/S001,basic,ICRA04,1,19,2,10,214.2863,221.3778,main,False,5,System.Single[],False,,0.0,214.8667,220.3966,Success,interaction_log_T019.csv,HandTracker_movement_T019.csv,WristTracker_movement_T019.csv,ElbowTracker_movement_T019.csv,ShoulderTracker_movement_T019.csv,grid_objects_movement_T019.csv
basic/ICRA04/S001,basic,ICRA04,1,20,2,11,223.3791,226.8778,main,False,5,System.Single[],True,left_free_second_row_2,0.0,223.9889,,ArmInteraction,interaction_log_T020.csv,HandTracker_movement_T020.csv,WristTracker_movement_T020.csv,ElbowTracker_movement_T020.csv,ShoulderTracker_movement_T020.csv,grid_objects_movement_T020.csv
basic/ICRA04/S001,basic,ICRA04,1,21,2,12,228.7075,234.7778,main,False,5,System.Single[],True,right_free_second_row_2,0.0,229.0222,233.4884,Success,interaction_log_T021.csv,HandTracker_movement_T021.csv,WristTracker_movement_T021.csv,ElbowTracker_movement_T021.csv,ShoulderTracker_movement_T021.csv,grid_objects_movement_T021.csv
basic/ICRA04/S001,basic,ICRA04,1,22,2,13,236.8395,240.5667,main,False,5,System.Single[],False,,0.0,237.7111,239.0625,Success,interaction_log_T022.csv,HandTracker_movement_T022.csv,WristTracker_movement_T022.csv,ElbowTracker_movement_T022.csv,ShoulderTracker_movement_T022.csv,grid_objects_movement_T022.csv
basic/ICRA04/S001,basic,ICRA04,1,23,2,14,242.0898,248.3667,main,False,5,System.Single[],False,,0.0,243.0111,246.8041,Success,interaction_log_T023.csv,HandTracker_movement_T023.csv,WristTracker_movement_T023.csv,ElbowTracker_movement_T023.csv,ShoulderTracker_movement_T023.csv,grid_objects_movement_T023.csv
basic/ICRA04/S001,basic,ICRA04,1,24,2,15,249.8867,252.3222,main,False,5,System.Single[],False,,0.0,250.6222,,ArmInteraction,interaction_log_T024.csv,HandTracker_movement_T024.csv,WristTracker_movement_T024.csv,ElbowTracker_movement_T024.csv,ShoulderTracker_movement_T024.csv,grid_objects_movement_T024.csv
basic/ICRA04/S001,basic,ICRA04,1,25,2,16,254.3548,260.2,main,False,5,System.Single[],False,,0.0,254.6889,259.1667,Success,interaction_log_T025.csv,HandTracker_movement_T025.csv,WristTracker_movement_T025.csv,ElbowTracker_movement_T025.csv,ShoulderTracker_movement_T025.csv,grid_objects_movement_T025.csv
