time,FailOnTouchObstacleMed_pos_x,FailOnTouchObstacleMed_pos_y,FailOnTouchObstacleMed_pos_z,FailOnTouchObstacleMed_rot_x,FailOnTouchObstacleMed_rot_y,FailOnTouchObstacleMed_rot_z
1346.267,0.2325,0.79,-0.125,0.0,0.0,0.0
1346.2779999999998,0.2325,0.79,-0.125,0.0,0.0,0.0
1346.289,0.2325,0.79,-0.125,0.0,0.0,0.0
1346.3,0.2325,0.79,-0.125,0.0,0.0,0.0
1346.3110000000001,0.2325,0.79,-0.125,0.0,0.0,0.0
1346.3220000000001,0.2325,0.79,-0.125,0.0,0.0,0.0
1346.3329999999999,0.2325,0.79,-0.125,0.0,0.0,0.0
1346.344,0.2325,0.79,-0.125,0.0,0.0,0.0
1346.356,0.2325,0.79,-0.125,0.0,0.0,0.0
1346.3670000000002,0.2325,0.79,-0.125,0.0,0.0,0.0
1346.378,0.2325,0.79,-0.125,0.0,0.0,0.0
1346.389,0.2325,0.79,-0.125,0.0,0.0,0.0
1346.4,0.2325,0.79,-0.125,0.0,0.0,0.0
1346.411,0.2325,0.79,-0.125,0.0,0.0,0.0
1346.422,0.2325,0.79,-0.125,0.0,0.0,0.0
1346.433,0.2325,0.79,-0.125,0.0,0.0,0.0
1346.444,0.2325,0.79,-0.125,0.0,0.0,0.0
1346.4560000000001,0.2325,0.79,-0.125,0.0,0.0,0.0
1346.467,0.2325,0.79,-0.125,0.0,0.0,0.0
1346.4779999999998,0.2325,0.79,-0.125,0.0,0.0,0.0
1346.489,0.2325,0.79,-0.125,0.0,0.0,0.0
1346.5,0.2325,0.79,-0.125,0.0,0.0,0.0
1346.511,0.2325,0.79,-0.125,0.0,0.0,0.0
1346.5220000000002,0.2325,0.79,-0.125,0.0,0.0,0.0
1346.533,0.2325,0.79,-0.125,0.0,0.0,0.0
1346.5439999999999,0.2325,0.79,-0.125,0.0,0.0,0.0
1346.556,0.2325,0.79,-0.125,0.0,0.0,0.0
1346.567,0.2325,0.79,-0.125,0.0,0.0,0.0
1346.578,0.2325,0.79,-0.125,0.0,0.0,0.0
1346.589,0.2325,0.79,-0.125,0.0,0.0,0.0
1346.6,0.2325,0.79,-0.125,0.0,0.0,0.0
1346.611,0.2325,0.79,-0.125,0.0,0.0,0.0
1346.622,0.2325,0.79,-0.125,0.0,0.0,0.0
1346.6329999999998,0.2325,0.79,-0.125,0.0,0.0,0.0
1346.645,0.2325,0.79,-0.125,0.0,0.0,0.0
1346.656,0.2325,0.79,-0.125,0.0,0.0,0.0
