start_time,end_time,dominant_object,non_dominant_object,interaction_type
1018.545,1020.6560000000001,Hand,FailOnTouchObstacleMed,PickedUp
1018.7669999999999,1019.0,Hand,FailOnTouchObstacleLong-1,RightGate
1018.822,1019.1,HandToWrist,FailOnTouchObstacleLong-1,RightGate
1018.9,1019.0889999999999,Hand,FailOnTouchObstacleLong,RightGate
1018.944,1019.2,HandToWrist,FailOnTouchObstacleLong,RightGate
1018.9780000000001,1022.378,WristToElbow,FailOnTouchObstacleLong-1,RightGate
1019.078,1022.311,WristToElbow,FailOnTouchObstacleLong,RightGate
1019.122,1019.3330000000001,Hand,FailOnTouchObstacleShort-1,RightGate
1019.1669999999999,1019.622,HandToWrist,FailOnTouchObstacleShort-1,RightGate
1019.311,1022.1110000000001,WristToElbow,FailOnTouchObstacleShort-1,RightGate
1020.133,1021.3439999999999,HandToWrist,FailOnTouchObstacleShort-1,RightGate
1021.033,1021.1669999999999,Hand,FailOnTouchObstacleShort-1,RightGate
1021.3330000000001,1021.967,Hand,FailOnTouchObstacleShort,RightGate
1021.3439999999999,1021.944,Hand,FailOnTouchObstacleMed,LeftGate
1021.3889999999999,1021.9110000000001,Hand,FailOnTouchObstacleMed-1,RightGate
1021.4110000000001,1021.922,HandToWrist,FailOnTouchObstacleMed,LeftGate
1021.4110000000001,1021.944,HandToWrist,FailOnTouchObstacleShort,RightGate
1021.456,1021.8889999999999,HandToWrist,FailOnTouchObstacleMed-1,RightGate
1021.7510000000001,,Hand,Target,PickedUp
1021.9780000000001,1022.211,HandToWrist,FailOnTouchObstacleShort-1,RightGate
1022.044,1022.222,Hand,FailOnTouchObstacleShort-1,RightGate
1022.2,1022.3889999999999,HandToWrist,FailOnTouchObstacleLong,RightGate
1022.2560000000001,1022.4,Hand,FailOnTouchObstacleLong,RightGate
1022.289,1022.456,HandToWrist,FailOnTouchObstacleLong-1,RightGate
1022.3330000000001,1022.467,Hand,FailOnTouchObstacleLong-1,RightGate
