time,FailOnTouchObstacleMed-1_pos_x,FailOnTouchObstacleMed-1_pos_y,FailOnTouchObstacleMed-1_pos_z,FailOnTouchObstacleMed-1_rot_x,FailOnTouchObstacleMed-1_rot_y,FailOnTouchObstacleMed-1_rot_z
748.3556,0.0225,0.79,0.055,0.0,0.0,0.0
748.3667,0.0225,0.79,0.055,0.0,0.0,0.0
748.3778,0.0225,0.79,0.055,0.0,0.0,0.0
748.3889,0.0225,0.79,0.055,0.0,0.0,0.0
748.4,0.0225,0.79,0.055,0.0,0.0,0.0
748.4111,0.0225,0.79,0.055,0.0,0.0,0.0
748.4222,0.0225,0.79,0.055,0.0,0.0,0.0
748.4333,0.0225,0.79,0.055,0.0,0.0,0.0
748.4445,0.0225,0.79,0.055,0.0,0.0,0.0
748.4556,0.0225,0.79,0.055,0.0,0.0,0.0
748.4667,0.0225,0.79,0.055,0.0,0.0,0.0
748.4778,0.0225,0.79,0.055,0.0,0.0,0.0
748.4889,0.0225,0.79,0.055,0.0,0.0,0.0
748.5,0.0225,0.79,0.055,0.0,0.0,0.0
748.5111,0.0225,0.79,0.055,0.0,0.0,0.0
748.5222,0.0225,0.79,0.055,0.0,0.0,0.0
748.5333,0.0225,0.79,0.055,0.0,0.0,0.0
748.5444,0.0225,0.79,0.055,0.0,0.0,0.0
748.5556,0.0225,0.79,0.055,0.0,0.0,0.0
748.5667,0.0225,0.79,0.055,0.0,0.0,0.0
748.5778,0.0225,0.79,0.055,0.0,0.0,0.0
748.5889,0.0225,0.79,0.055,0.0,0.0,0.0
748.6,0.0225,0.79,0.055,0.0,0.0,0.0
748.6111,0.0225,0.79,0.055,0.0,0.0,0.0
748.6223,0.0225,0.79,0.055,0.0,0.0,0.0
748.6334,0.0225,0.79,0.055,0.0,0.0,0.0
748.6445,0.0225,0.79,0.055,0.0,0.0,0.0
748.6556,0.0225,0.79,0.055,0.0,0.0,0.0
748.6667,0.0225,0.79,0.055,0.0,0.0,0.0
748.6778,0.0225,0.79,0.055,0.0,0.0,0.0
748.6889,0.0225,0.79,0.055,0.0,0.0,0.0
748.7,0.0225,0.79,0.055,0.0,0.0,0.0
748.7111,0.0225,0.79,0.055,0.0,0.0,0.0
748.7222,0.0225,0.79,0.055,0.0,0.0,0.0
748.7333,0.0225,0.79,0.055,0.0,0.0,0.0
748.7444,0.0225,0.79,0.055,0.0,0.0,0.0
748.7556,0.0225,0.79,0.055,0.0,0.0,0.0
748.7667,0.0225,0.79,0.055,0.0,0.0,0.0
748.7778,0.0225,0.79,0.055,0.0,0.0,0.0
748.7889,0.0225,0.79,0.055,0.0,0.0,0.0
748.8,0.0225,0.79,0.055,0.0,0.0,0.0
748.8112,0.0225,0.79,0.055,0.0,0.0,0.0
748.8223,0.0225,0.79,0.055,0.0,0.0,0.0
