start_time,end_time,dominant_object,non_dominant_object,interaction_type
1222.667,1223.233,Hand,FailOnTouchObstacleShort,LeftGate
1222.667,1223.233,Hand,FailOnTouchObstacleMed,LeftGate
1222.667,1222.889,Hand,FailOnTouchObstacleLong,RightGate
1222.7,1222.911,Hand,FailOnTouchObstacleLong,Pushed
1222.789,1223.067,HandToWrist,FailOnTouchObstacleShort,LeftGate
1222.789,1223.067,HandToWrist,FailOnTouchObstacleMed,LeftGate
1222.976,1223.759,Hand,FailOnTouchObstacleLong,PickedUp
1223.589,1224.122,Hand,FailOnTouchObstacleLong,RightGate
1225.011,1225.867,Hand,FailOnTouchObstacleShort,Pushed
1225.0330000000001,1225.444,Hand,FailOnTouchObstacleShort,LeftGate
1225.0330000000001,1225.056,Hand,FailOnTouchObstacleShort,RightGate
1225.0330000000001,1226.0,Hand,FailOnTouchObstacleMed,LeftGate
1225.178,1226.395,Hand,FailOnTouchObstacleShort,PickedUp
1225.267,1227.056,HandToWrist,FailOnTouchObstacleMed,LeftGate
1225.3,1225.7,Hand,FailOnTouchObstacleLong,RightGate
1225.4,1225.711,HandToWrist,FailOnTouchObstacleLong,RightGate
1225.567,1232.5,WristToElbow,FailOnTouchObstacleMed,LeftGate
1225.6,1232.4669999999999,WristToElbow,FailOnTouchObstacleLong,RightGate
1225.878,1225.889,Hand,FailOnTouchObstacleShort,LeftGate
1226.122,1226.444,Hand,FailOnTouchObstacleShort,LeftGate
1226.6889999999999,1226.889,Hand,FailOnTouchObstacleMed,LeftGate
1226.856,1227.133,HandToWrist,FailOnTouchObstacleLong,RightGate
1227.356,1227.589,Hand,FailOnTouchObstacleLong-1,LeftGate
1227.356,1228.389,Hand,FailOnTouchObstacleMed-1,RightGate
1227.4,1227.589,Hand,FailOnTouchObstacleLong-1,Pushed
1227.5439999999999,1228.1,HandToWrist,FailOnTouchObstacleMed-1,RightGate
1227.579,1228.271,Hand,FailOnTouchObstacleLong-1,PickedUp
1227.611,1228.3110000000001,Hand,FailOnTouchObstacleLong-1,LeftGate
1228.4,1228.4669999999999,Hand,FailOnTouchObstacleLong-1,Pushed
1228.422,1228.444,Hand,FailOnTouchObstacleLong-1,LeftGate
1228.5,1228.867,HandToWrist,FailOnTouchObstacleLong,RightGate
1229.011,1230.322,Hand,FailOnTouchObstacleMed-1,RightGate
1229.0439999999999,1229.6889999999999,Hand,FailOnTouchObstacleLong-1,LeftGate
1229.4669999999999,1229.6889999999999,Hand,FailOnTouchObstacleLong-1,Pushed
1229.6789999999999,1230.518,Hand,FailOnTouchObstacleLong-1,PickedUp
1229.7,1230.589,Hand,FailOnTouchObstacleLong-1,LeftGate
1231.0330000000001,1231.333,Hand,FailOnTouchObstacleMed-1,RightGate
1231.067,1231.333,Hand,FailOnTouchObstacleShort-1,RightGate
1231.1,1231.5330000000001,HandToWrist,FailOnTouchObstacleMed-1,RightGate
1231.133,1231.5330000000001,HandToWrist,FailOnTouchObstacleShort-1,RightGate
1231.156,1231.6,Hand,FailOnTouchObstacleLong-1,LeftGate
1231.233,1232.245,HandToWrist,FailOnTouchObstacleLong-1,LeftGate
1231.3,1232.222,WristToElbow,FailOnTouchObstacleMed-1,RightGate
1231.3,1232.222,WristToElbow,FailOnTouchObstacleShort-1,RightGate
1231.367,1232.167,Hand,FailOnTouchObstacleShort,RightGate
1231.411,1232.133,WristToElbow,FailOnTouchObstacleLong-1,LeftGate
1231.4560000000001,1232.1,HandToWrist,FailOnTouchObstacleShort,RightGate
1231.667,1231.756,Hand,Target,Pushed
1231.723,,Hand,Target,PickedUp
1231.822,1232.267,Hand,FailOnTouchObstacleLong-1,LeftGate
1231.933,1232.322,HandToWrist,FailOnTouchObstacleMed-1,RightGate
1231.933,1232.322,HandToWrist,FailOnTouchObstacleShort-1,RightGate
1232.178,1232.322,Hand,FailOnTouchObstacleMed-1,RightGate
1232.178,1232.322,Hand,FailOnTouchObstacleShort-1,RightGate
1232.389,1232.522,HandToWrist,FailOnTouchObstacleLong,RightGate
1232.422,1232.5439999999999,HandToWrist,FailOnTouchObstacleMed,LeftGate
1232.433,1232.5330000000001,Hand,FailOnTouchObstacleLong,RightGate
1232.444,1232.5439999999999,Hand,FailOnTouchObstacleMed,LeftGate
