start_time,end_time,dominant_object,non_dominant_object,interaction_type
886.5111,886.6223,Hand,FailOnTouchObstacleShort,RightGate
886.5111,886.6223,Hand,FailOnTouchObstacleLong,RightGate
886.5111,886.6223,Hand,FailOnTouchObstacleMed,RightGate
886.5333,886.6223,HandToWrist,FailOnTouchObstacleShort,RightGate
886.5333,886.6223,HandToWrist,FailOnTouchObstacleLong,RightGate
886.5333,886.6223,HandToWrist,FailOnTouchObstacleMed,RightGate
886.6889,887.2333,WristToElbow,FailOnTouchObstacleMed,RightGate
886.6889,887.2333,WristToElbow,FailOnTouchObstacleShort,RightGate
886.6889,887.2333,WristToElbow,FailOnTouchObstacleLong,RightGate
886.7556,886.9333,Hand,FailOnTouchObstacleMed-1,RightGate
886.7556,886.9333,Hand,FailOnTouchObstacleLong-1,RightGate
886.7889,887.0,HandToWrist,FailOnTouchObstacleMed-1,RightGate
886.7889,887.0,HandToWrist,FailOnTouchObstacleLong-1,RightGate
886.8778,889.4445,WristToElbow,FailOnTouchObstacleMed-1,RightGate
886.8778,889.6111,WristToElbow,FailOnTouchObstacleLong-1,RightGate
888.61,,Hand,Target,PickedUp
889.2778,889.9667,WristToElbow,FailOnTouchObstacleLong,RightGate
889.2778,889.9667,WristToElbow,FailOnTouchObstacleMed,RightGate
889.2778,889.9667,WristToElbow,FailOnTouchObstacleShort,RightGate
889.4667,889.6778,HandToWrist,FailOnTouchObstacleLong-1,RightGate
889.4778,889.6445,HandToWrist,FailOnTouchObstacleMed-1,RightGate
889.4778,889.7,Hand,FailOnTouchObstacleLong-1,RightGate
889.4778,889.6889,Hand,FailOnTouchObstacleMed-1,RightGate
889.8556,890.0111,HandToWrist,FailOnTouchObstacleLong,RightGate
889.8556,890.0111,HandToWrist,FailOnTouchObstacleMed,RightGate
889.8556,890.0111,HandToWrist,FailOnTouchObstacleShort,RightGate
889.8778,890.0222,Hand,FailOnTouchObstacleLong,RightGate
889.8778,890.0222,Hand,FailOnTouchObstacleMed,RightGate
889.8778,890.0222,Hand,FailOnTouchObstacleShort,RightGate
