object,x,y,z,width,height,depth
Target,0.0225,0.7727079,0.175,0.04999959,0.08541586,0.04999948
FailOnTouchObstacleLong,-0.0075,0.79,-0.145,0.15,0.12,0.05000001
FailOnTouchObstacleShort,0.2025,0.79,0.005000001,0.04999995,0.12,0.04999995
FailOnTouchObstacleMed,-0.1075,0.79,0.035,0.1,0.12,0.04999995
FailOnTouchObstacleShort-1,-0.0375,0.79,-0.065,0.04999995,0.12,0.04999995
FailOnTouchObstacleLong-1,0.0625,0.79,0.105,0.15,0.12,0.05000001
FailOnTouchObstacleMed-1,-0.1475,0.79,-0.085,0.1,0.12,0.04999995
