start_time,end_time,dominant_object,non_dominant_object,interaction_type
464.0778,464.2111,Hand,FailOnTouchObstacleShort,LeftGate
464.0778,464.2111,Hand,FailOnTouchObstacleMed,RightGate
464.0778,464.2111,Hand,FailOnTouchObstacleLong,RightGate
464.1111,464.3,HandToWrist,FailOnTouchObstacleShort,LeftGate
464.1111,464.2,HandToWrist,FailOnTouchObstacleMed,RightGate
464.1111,464.3,HandToWrist,FailOnTouchObstacleLong,RightGate
464.1778,467.5667,WristToElbow,FailOnTouchObstacleShort,LeftGate
464.1778,467.5667,WristToElbow,FailOnTouchObstacleLong,RightGate
464.3889,465.1111,WristToElbow,FailOnTouchObstacleMed,RightGate
464.6111,465.6778,Hand,FailOnTouchObstacleLong-1,Pushed
464.6333,466.2,Hand,FailOnTouchObstacleMed-1,RightGate
464.6333,465.6333,Hand,FailOnTouchObstacleLong-1,RightGate
464.6687,465.5409,Hand,FailOnTouchObstacleLong-1,PickedUp
464.7222,464.7333,Hand,FailOnTouchObstacleShort-1,RightGate
464.8667,466.3111,HandToWrist,FailOnTouchObstacleMed-1,RightGate
465.3222,465.7111,WristToElbow,FailOnTouchObstacleMed-1,RightGate
465.9222,467.4667,WristToElbow,FailOnTouchObstacleMed,RightGate
466.1333,467.0445,WristToElbow,FailOnTouchObstacleMed-1,RightGate
466.5111,466.7667,Hand,Target,Pushed
466.6127,,Hand,Target,PickedUp
466.9,467.1556,HandToWrist,FailOnTouchObstacleMed-1,RightGate
466.9667,467.0445,Hand,FailOnTouchObstacleShort-1,RightGate
466.9667,467.1778,Hand,FailOnTouchObstacleMed-1,RightGate
467.4,467.7111,HandToWrist,FailOnTouchObstacleLong,RightGate
467.4,467.5667,HandToWrist,FailOnTouchObstacleMed,RightGate
467.4,467.7111,HandToWrist,FailOnTouchObstacleShort,LeftGate
467.5111,467.7333,Hand,FailOnTouchObstacleShort,LeftGate
467.5111,467.7333,Hand,FailOnTouchObstacleLong,RightGate
467.5111,467.6667,Hand,FailOnTouchObstacleMed,RightGate
