time,FailOnTouchObstacleShort-1_pos_x,FailOnTouchObstacleShort-1_pos_y,FailOnTouchObstacleShort-1_pos_z,FailOnTouchObstacleShort-1_rot_x,FailOnTouchObstacleShort-1_rot_y,FailOnTouchObstacleShort-1_rot_z
372.6222,0.1275,0.79,0.055,0.0,0.0,0.0
372.6333,0.1275,0.79,0.055,-0.001,-0.001,-0.001
372.6444,0.1275,0.79,0.055,-0.002,-0.002,-0.002
372.6556,0.1275,0.79,0.055,-0.0024,-0.0024,-0.0024
372.6667,0.1275,0.79,0.055,-0.0025,-0.0025,-0.0025
372.6778,0.1275,0.79,0.055,-0.0023,-0.0023,-0.0023
372.6889,0.1275,0.79,0.055,-0.0022,-0.0022,-0.0022
372.7,0.1275,0.79,0.055,-0.0022,-0.0022,-0.0022
372.7111,0.1275,0.79,0.055,-0.0021,-0.0021,-0.0021
372.7222,0.1275,0.79,0.055,-0.0022,-0.0022,-0.0022
372.7333,0.1275,0.79,0.055,-0.0022,-0.0022,-0.0022
372.7444,0.1275,0.79,0.055,-0.0022,-0.0022,-0.0022
372.7556,0.1275,0.79,0.055,-0.0022,-0.0022,-0.0022
372.7667,0.1275,0.79,0.055,-0.0022,-0.0022,-0.0022
372.7778,0.1275,0.79,0.055,-0.0022,-0.0022,-0.0022
372.7889,0.1275,0.79,0.055,-0.0022,-0.0022,-0.0022
372.8,0.1275,0.79,0.055,-0.0022,-0.0022,-0.0022
372.8111,0.1275,0.79,0.055,-0.0022,-0.0022,-0.0022
372.8222,0.1275,0.79,0.055,-0.0022,-0.0022,-0.0022
372.8333,0.1275,0.79,0.055,-0.0022,-0.0022,-0.0022
372.8445,0.1275,0.79,0.055,-0.0022,-0.0022,-0.0022
372.8556,0.1275,0.79,0.055,-0.0022,-0.0022,-0.0022
372.8667,0.1275,0.79,0.055,-0.0022,-0.0022,-0.0022
372.8778,0.1275,0.79,0.055,-0.0022,-0.0022,-0.0022
372.8889,0.1275,0.79,0.055,-0.0022,-0.0022,-0.0022
372.9,0.1275,0.79,0.055,-0.0022,-0.0022,-0.0022
372.9111,0.1275,0.79,0.055,-0.0022,-0.0022,-0.0022
372.9222,0.1275,0.79,0.055,-0.0022,-0.0022,-0.0022
372.9333,0.1275,0.79,0.055,-0.0022,-0.0022,-0.0022
372.9445,0.1275,0.79,0.055,-0.0022,-0.0022,-0.0022
372.9556,0.1275,0.79,0.055,-0.0022,-0.0022,-0.0022
372.9667,0.1275,0.79,0.055,-0.0022,-0.0022,-0.0022
372.9778,0.1275,0.79,0.055,-0.0022,-0.0022,-0.0022
372.9889,0.1275,0.79,0.055,-0.0022,-0.0022,-0.0022
373.0,0.1275,0.79,0.055,-0.0022,-0.0022,-0.0022
373.0111,0.1275,0.79,0.055,-0.0022,-0.0022,-0.0022
373.0222,0.1275,0.79,0.055,-0.0022,-0.0022,-0.0022
373.0334,0.1275,0.79,0.055,-0.0022,-0.0022,-0.0022
373.0445,0.1275,0.79,0.055,-0.0022,-0.0022,-0.0022
373.0556,0.1275,0.79,0.055,-0.0022,-0.0022,-0.0022
373.0667,0.1275,0.79,0.055,-0.0022,-0.0022,-0.0022
373.0778,0.1275,0.79,0.055,-0.0022,-0.0022,-0.0022
373.0889,0.1275,0.79,0.055,-0.0022,-0.0022,-0.0022
373.1,0.1275,0.79,0.055,-0.0022,-0.0022,-0.0022
373.1111,0.1275,0.79,0.055,-0.0022,-0.0022,-0.0022
373.1222,0.1275,0.79,0.055,-0.0022,-0.0022,-0.0022
373.1333,0.1275,0.79,0.055,-0.0022,-0.0022,-0.0022
373.1444,0.1275,0.79,0.055,-0.0022,-0.0022,-0.0022
373.1556,0.1275,0.79,0.055,-0.0022,-0.0022,-0.0022
373.1667,0.1275,0.79,0.055,-0.0022,-0.0022,-0.0022
373.1778,0.1275,0.79,0.055,-0.0022,-0.0022,-0.0022
373.1889,0.1275,0.79,0.055,-0.0022,-0.0022,-0.0022
373.2,0.1275,0.79,0.055,-0.0022,-0.0022,-0.0022
