start_time,end_time,dominant_object,non_dominant_object,interaction_type
1242.922,1243.267,Hand,FailOnTouchObstacleLong-1,LeftGate
1242.933,1243.767,WristToElbow,FailOnTouchObstacleShort-1,LeftGate
1242.9669999999999,1243.1,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
1243.1,1243.4,HandToWrist,FailOnTouchObstacleLong-1,LeftGate
1243.222,1244.2,WristToElbow,FailOnTouchObstacleLong-1,LeftGate
1243.356,1243.5,Hand,FailOnTouchObstacleMed,Pushed
1243.378,1243.567,Hand,FailOnTouchObstacleMed-1,LeftGate
1243.378,1243.433,Hand,FailOnTouchObstacleMed,RightGate
1243.441,1244.96,Hand,FailOnTouchObstacleMed,PickedUp
1243.556,1245.889,HandToWrist,FailOnTouchObstacleLong-1,LeftGate
1243.678,1245.444,Hand,FailOnTouchObstacleMed,RightGate
1243.844,1245.756,Hand,FailOnTouchObstacleLong-1,LeftGate
1244.211,1244.222,WristToElbow,FailOnTouchObstacleLong-1,LeftGate
1245.656,1246.0,Hand,FailOnTouchObstacleMed,RightGate
1245.667,1247.922,WristToElbow,FailOnTouchObstacleLong-1,LeftGate
1245.756,1246.567,WristToElbow,FailOnTouchObstacleShort-1,LeftGate
1245.789,1246.122,HandToWrist,FailOnTouchObstacleMed,RightGate
1245.867,1246.078,Hand,FailOnTouchObstacleMed-1,LeftGate
1245.911,1246.222,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
1245.944,1246.178,Hand,FailOnTouchObstacleLong,LeftGate
1245.9560000000001,1247.567,WristToElbow,FailOnTouchObstacleMed,RightGate
1245.989,1246.356,HandToWrist,FailOnTouchObstacleLong,LeftGate
1246.0,1246.256,Hand,FailOnTouchObstacleShort,RightGate
1246.0439999999999,1246.4669999999999,HandToWrist,FailOnTouchObstacleShort,RightGate
1246.056,1247.356,WristToElbow,FailOnTouchObstacleMed-1,LeftGate
1246.145,1247.233,WristToElbow,FailOnTouchObstacleLong,LeftGate
1246.222,1247.167,WristToElbow,FailOnTouchObstacleShort,RightGate
1246.759,,Hand,Target,PickedUp
1246.922,1248.167,WristToElbow,FailOnTouchObstacleShort-1,LeftGate
1246.9560000000001,1247.356,HandToWrist,FailOnTouchObstacleShort,RightGate
1247.0439999999999,1247.4560000000001,HandToWrist,FailOnTouchObstacleLong,LeftGate
1247.1,1247.4,Hand,FailOnTouchObstacleShort,RightGate
1247.156,1247.611,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
1247.178,1247.511,Hand,FailOnTouchObstacleLong,LeftGate
1247.278,1247.789,HandToWrist,FailOnTouchObstacleMed,RightGate
1247.289,1247.656,Hand,FailOnTouchObstacleMed-1,LeftGate
1247.422,1247.833,Hand,FailOnTouchObstacleMed,RightGate
1247.645,1248.122,HandToWrist,FailOnTouchObstacleLong-1,LeftGate
1247.833,1248.178,Hand,FailOnTouchObstacleLong-1,LeftGate
1248.089,1248.3110000000001,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
1248.1889999999999,1248.367,Hand,FailOnTouchObstacleShort-1,LeftGate
