time,FailOnTouchObstacleShort-1_pos_x,FailOnTouchObstacleShort-1_pos_y,FailOnTouchObstacleShort-1_pos_z,FailOnTouchObstacleShort-1_rot_x,FailOnTouchObstacleShort-1_rot_y,FailOnTouchObstacleShort-1_rot_z
576.8,0.0225,0.79,0.055,0.0,0.0,0.0
576.8111,0.0225,0.79,0.055,-0.001,-0.001,-0.001
576.8223,0.0225,0.79,0.055,-0.002,-0.002,-0.002
576.8334,0.0225,0.79,0.055,-0.0024,-0.0024,-0.0024
576.8445,0.0225,0.79,0.055,-0.0025,-0.0025,-0.0025
576.8556,0.0225,0.79,0.055,-0.0023,-0.0023,-0.0023
576.8667,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
576.8778,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
576.8889,0.0225,0.79,0.055,-0.0021,-0.0021,-0.0021
576.9,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
576.9111,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
576.9222,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
576.9333,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
576.9445,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
576.9556,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
576.9667,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
576.9778,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
576.9889,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
577.0,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
577.0111,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
577.0222,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
577.0333,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
577.0444,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
577.0555,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
577.0667,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
577.0778,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
577.0889,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
577.1,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
577.1111,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
577.1223,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
577.1334,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
577.1445,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
577.1556,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
577.1667,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
577.1778,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
577.1889,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
