object,x,y,z,width,height,depth
Target,-0.0775,0.7727079,0.175,0.04999959,0.08541586,0.04999948
FailOnTouchObstacleMed,0.0325,0.79,0.075,0.1,0.12,0.04999995
FailOnTouchObstacleLong,-0.2375,0.79,-0.065,0.15,0.12,0.05000001
FailOnTouchObstacleShort,0.2925,0.79,0.105,0.04999995,0.12,0.04999995
FailOnTouchObstacleShort-1,-0.0675,0.79,0.065,0.04999995,0.12,0.04999995
FailOnTouchObstacleLong-1,0.0525,0.79,-0.015,0.15,0.12,0.05000001
FailOnTouchObstacleMed-1,0.2025,0.79,0.145,0.1,0.12,0.04999995
