time,FailOnTouchObstacleShort_pos_x,FailOnTouchObstacleShort_pos_y,FailOnTouchObstacleShort_pos_z,FailOnTouchObstacleShort_rot_x,FailOnTouchObstacleShort_rot_y,FailOnTouchObstacleShort_rot_z
933.0334,0.1825,0.79,0.105,0.0,0.0,0.0
933.0445,0.1825,0.79,0.105,-0.001,-0.001,-0.001
933.0556,0.1825,0.79,0.105,-0.002,-0.002,-0.002
933.0667,0.1825,0.79,0.105,-0.0024,-0.0024,-0.0024
933.0778,0.1825,0.79,0.105,-0.0025,-0.0025,-0.0025
933.0889,0.1825,0.79,0.105,-0.0023,-0.0023,-0.0023
933.1,0.1825,0.79,0.105,-0.0022,-0.0022,-0.0022
933.1111,0.1825,0.79,0.105,-0.0021,-0.0021,-0.0021
933.1223,0.1825,0.79,0.105,-0.0021,-0.0021,-0.0021
933.1334,0.1825,0.79,0.105,-0.0022,-0.0022,-0.0022
933.1445,0.1825,0.79,0.105,-0.0022,-0.0022,-0.0022
933.1556,0.1825,0.79,0.105,-0.0022,-0.0022,-0.0022
933.1667,0.1825,0.79,0.105,-0.0022,-0.0022,-0.0022
933.1778,0.1825,0.79,0.105,-0.0022,-0.0022,-0.0022
933.1889,0.1825,0.79,0.105,-0.0022,-0.0022,-0.0022
933.2,0.1825,0.79,0.105,-0.0022,-0.0022,-0.0022
933.2111,0.1825,0.79,0.105,-0.0022,-0.0022,-0.0022
933.2222,0.1825,0.79,0.105,-0.0022,-0.0022,-0.0022
933.2333,0.1825,0.79,0.105,-0.0022,-0.0022,-0.0022
933.2444,0.1825,0.79,0.105,-0.0022,-0.0022,-0.0022
933.2556,0.1825,0.79,0.105,-0.0022,-0.0022,-0.0022
933.2667,0.1825,0.79,0.105,-0.0022,-0.0022,-0.0022
933.2778,0.1825,0.79,0.105,-0.0022,-0.0022,-0.0022
933.2889,0.1825,0.79,0.105,-0.0022,-0.0022,-0.0022
933.3,0.1825,0.79,0.105,-0.0022,-0.0022,-0.0022
933.3112,0.1825,0.79,0.105,-0.0022,-0.0022,-0.0022
933.3223,0.1825,0.79,0.105,-0.0022,-0.0022,-0.0022
933.3334,0.1825,0.79,0.105,-0.0022,-0.0022,-0.0022
933.3445,0.1825,0.79,0.105,-0.0022,-0.0022,-0.0022
