time,FailOnTouchObstacleShort_pos_x,FailOnTouchObstacleShort_pos_y,FailOnTouchObstacleShort_pos_z,FailOnTouchObstacleShort_rot_x,FailOnTouchObstacleShort_rot_y,FailOnTouchObstacleShort_rot_z
761.4,-0.0525,0.79,-0.105,0.0,0.0,0.0
761.4111,-0.0525,0.79,-0.105,-0.001,-0.001,-0.001
761.4222,-0.0525,0.79,-0.105,-0.002,-0.002,-0.002
761.4333,-0.0525,0.79,-0.105,-0.0024,-0.0024,-0.0024
761.4445,-0.0525,0.79,-0.105,-0.0025,-0.0025,-0.0025
761.4556,-0.0525,0.79,-0.105,-0.0023,-0.0023,-0.0023
761.4667,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
761.4778,-0.0525,0.79,-0.105,-0.0021,-0.0021,-0.0021
761.4889,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
761.5,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
761.5111,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
761.5222,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
761.5333,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
761.5444,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
761.5556,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
761.5667,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
761.5778,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
761.5889,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
761.6,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
761.6111,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
761.6223,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
761.6334,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
761.6445,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
761.6556,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
761.6667,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
761.6778,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
761.6889,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
761.7,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
761.7111,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
761.7222,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
761.7333,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
761.7444,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
761.7556,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
761.7667,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
761.7778,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
761.7889,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
761.8,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
761.8112,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
761.8223,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
761.8334,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
761.8445,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
761.8556,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
761.8667,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
761.8778,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
761.8889,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
761.9,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
761.9111,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
761.9222,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
761.9333,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
761.9445,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
761.9556,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
761.9667,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
761.9778,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
761.9889,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
762.0,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
762.0111,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
762.0222,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
762.0333,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
762.0444,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
762.0556,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
762.0667,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
