object,x,y,z,width,height,depth
Target,-0.0275,0.7727079,0.175,0.04999959,0.08541586,0.04999948
FailOnTouchObstacleShort,0.0525,0.79,-0.035,0.04999995,0.12,0.04999995
FailOnTouchObstacleMed,-0.0975,0.79,-0.055,0.1,0.12,0.04999995
FailOnTouchObstacleLong,0.2025,0.79,0.125,0.15,0.12,0.05000001
FailOnTouchObstacleMed-1,-0.2275,0.79,-0.065,0.1,0.12,0.04999995
FailOnTouchObstacleShort-1,-0.1575,0.79,0.125,0.04999995,0.12,0.04999995
FailOnTouchObstacleLong-1,-0.0775,0.79,0.045,0.15,0.12,0.05000001
