start_time,end_time,dominant_object,non_dominant_object,interaction_type
670.1111,670.2444,Hand,FailOnTouchObstacleShort,LeftGate
670.1111,670.2444,Hand,FailOnTouchObstacleLong,RightGate
670.1111,670.2444,Hand,FailOnTouchObstacleMed,RightGate
670.1445,670.3334,HandToWrist,FailOnTouchObstacleShort,LeftGate
670.1445,670.3334,HandToWrist,FailOnTouchObstacleLong,RightGate
670.1445,670.3334,HandToWrist,FailOnTouchObstacleMed,RightGate
670.2333,671.8556,WristToElbow,FailOnTouchObstacleShort,LeftGate
670.2333,671.8556,WristToElbow,FailOnTouchObstacleLong,RightGate
670.2333,671.8556,WristToElbow,FailOnTouchObstacleMed,RightGate
670.4778,670.6556,Hand,FailOnTouchObstacleShort-1,LeftGate
670.4778,670.6556,Hand,FailOnTouchObstacleMed-1,LeftGate
670.4778,670.6556,Hand,FailOnTouchObstacleLong-1,RightGate
670.5222,670.7778,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
670.5222,670.7778,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
670.5222,670.7778,HandToWrist,FailOnTouchObstacleLong-1,RightGate
670.6111,671.4333,WristToElbow,FailOnTouchObstacleShort-1,LeftGate
670.6111,671.4333,WristToElbow,FailOnTouchObstacleMed-1,LeftGate
670.6111,671.4333,WristToElbow,FailOnTouchObstacleLong-1,RightGate
670.8112,671.1667,Hand,Target,Pushed
671.0317,,Hand,Target,PickedUp
671.2667,671.5333,HandToWrist,FailOnTouchObstacleLong-1,RightGate
671.2667,671.5333,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
671.2667,671.5333,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
671.3445,671.5444,Hand,FailOnTouchObstacleLong-1,RightGate
671.3445,671.5444,Hand,FailOnTouchObstacleMed-1,LeftGate
671.3445,671.5444,Hand,FailOnTouchObstacleShort-1,LeftGate
671.7111,671.9889,HandToWrist,FailOnTouchObstacleLong,RightGate
671.7111,671.9889,HandToWrist,FailOnTouchObstacleMed,RightGate
671.7111,671.9889,HandToWrist,FailOnTouchObstacleShort,LeftGate
671.7889,672.0222,Hand,FailOnTouchObstacleLong,RightGate
671.7889,672.0222,Hand,FailOnTouchObstacleMed,RightGate
671.7889,672.0222,Hand,FailOnTouchObstacleShort,LeftGate
672.4,,HandToWrist,Target,Pushed
